date,adj_close,close,high,low,open,volume,return,volatility
1993-04-20,24.68503189086914,44.53125,44.75,44.25,44.6875,279500,-0.004888268156424624,0.005443603735674316
1993-04-21,24.66771125793457,44.5,44.625,44.375,44.625,67900,-0.00070175438596487,0.005339971835970982
1993-04-22,24.355899810791016,43.9375,44.6875,43.9375,44.3125,97700,-0.012640449438202195,0.006674724481140917
1993-04-23,24.25194549560547,43.75,43.96875,43.6875,43.84375,106000,-0.004267425320056861,0.00675961176882632
1993-04-26,24.06141471862793,43.40625,43.9375,43.28125,43.78125,62600,-0.007857142857142896,0.004389038347401876
1993-04-27,24.321264266967773,43.875,43.875,43.34375,43.34375,156800,0.010799136069114423,0.006119062566822337
1993-04-28,24.269268035888672,43.78125,43.90625,43.71875,43.8125,85900,-0.002136752136752129,0.006108375428092385
1993-04-29,24.373210906982425,43.96875,43.96875,43.625,43.875,85000,0.004282655246252709,0.00645042248691858
1993-04-30,24.407869338989254,44.03125,44.28125,44.03125,44.125,88500,0.001421464108031234,0.006518570018325117
1993-05-03,24.56377410888672,44.3125,44.3125,43.90625,44.09375,80500,0.0063875088715401596,0.006970136623464265
1993-05-04,24.6503849029541,44.46875,44.625,44.34375,44.40625,149100,0.0035260930888576514,0.006951103540816248
1993-05-05,24.71967887878418,44.59375,44.75,44.46875,44.46875,109000,0.0028109627547434624,0.00700689646836322
1993-05-06,24.6330509185791,44.4375,44.5625,44.40625,44.53125,54700,-0.003503854239663595,0.005595307977401476
1993-05-07,24.581113815307617,44.34375,44.46875,44.28125,44.46875,68000,-0.002109704641350185,0.0054015940418262786
1993-05-10,24.6330509185791,44.4375,44.6875,44.40625,44.40625,113900,0.0021141649048626032,0.004323382067111559
1993-05-11,24.73699188232422,44.625,44.625,44.3125,44.4375,42600,0.00421940928270037,0.003268075219892291
1993-05-12,24.70235824584961,44.5625,44.59375,44.4375,44.4375,31000,-0.0014005602240896309,0.0031790929975701373
1993-05-13,24.407869338989254,44.03125,44.375,44.0,44.375,129100,-0.01192145862552596,0.005228139389831537
1993-05-14,24.390539169311523,44.0,44.15625,43.96875,44.03125,63500,-0.0007097232079489313,0.005214169217068009
1993-05-17,24.47713661193848,44.15625,44.15625,43.9375,44.125,34000,0.0035511363636364646,0.0048917250144788925
1993-05-18,24.459835052490234,44.125,44.21875,43.96875,44.1875,105200,-0.0007077140835102247,0.004699135381106202
1993-05-19,24.96219253540039,45.03125,45.03125,43.84375,44.125,50200,0.02053824362606238,0.008221772722888548
1993-05-20,25.03148078918457,45.15625,45.15625,44.9375,45.03125,98200,0.002775850104094424,0.008077510293220682
1993-05-21,24.80628967285156,44.75,45.25,44.71875,45.1875,221400,-0.00899653979238757,0.008701717821897586
1993-05-24,24.910228729248047,44.9375,45.09375,44.84375,44.84375,30500,0.0041899441340782495,0.008757254452576567
1993-05-25,24.96219253540039,45.03125,45.125,45.03125,45.125,191800,0.0020862308762170656,0.008700078049836775
1993-05-26,25.27400779724121,45.59375,45.625,45.125,45.15625,102400,0.012491325468424685,0.00936817095304187
1993-05-27,25.18739128112793,45.4375,45.65625,45.375,45.65625,53800,-0.0034270047978066653,0.00825086995739474
1993-05-28,25.06613540649414,45.21875,45.40625,45.0,45.40625,79100,-0.004814305364511662,0.008562055399700763
1993-06-01,25.308650970458984,45.65625,45.8125,45.3125,45.375,28300,0.009675190048376026,0.008838777723485985
1993-06-02,25.27400779724121,45.59375,45.75,45.34375,45.53125,20300,-0.001368925393566034,0.008875162436819262
1993-06-03,25.18739128112793,45.4375,45.5,45.34375,45.5,21600,-0.0034270047978066653,0.006669147969149603
1993-06-04,25.10076713562012,45.28125,45.3125,45.09375,45.3125,32000,-0.00343878954607979,0.0067656942009836265
1993-06-07,25.014162063598636,45.125,45.375,45.125,45.375,121400,-0.0034506556245686992,0.0061152885445785385
1993-06-08,24.788986206054688,44.71875,45.0,44.71875,45.0,104500,-0.009002770083102463,0.00670928126956034
1993-06-09,24.875572204589844,44.875,45.0625,44.8125,44.875,43300,0.0034940600978337066,0.006783188338761102
1993-06-10,24.892900466918945,44.90625,44.9375,44.75,44.84375,17900,0.0006963788300835549,0.0051308781816265464
1993-06-11,24.99683952331543,45.09375,45.15625,44.90625,45.0625,647400,0.0041753653444676075,0.005372223480207211
1993-06-14,24.96219253540039,45.03125,45.1875,45.03125,45.15625,64200,-0.001386001386001423,0.005190067770561491
1993-06-15,24.910228729248047,44.9375,45.125,44.9375,45.09375,142400,-0.002081887578070818,0.0037983867880187917
1993-06-16,24.96219253540039,45.03125,45.03125,44.8125,44.9375,330900,0.0020862308762170656,0.003972765819441929
1993-06-17,25.04880714416504,45.1875,45.1875,45.03125,45.125,37400,0.00346981263011803,0.004144594786919336
1993-06-18,24.8425235748291,44.5,44.84375,44.5,44.84375,58500,-0.015214384508990264,0.006214472457057079
1993-06-21,24.89486694335937,44.59375,44.625,44.53125,44.625,29300,0.00210674157303381,0.006290669657330946
1993-06-22,24.91230583190918,44.625,44.65625,44.5625,44.65625,137500,0.0007007708479327412,0.005664703960958661
1993-06-23,24.685531616210938,44.21875,44.625,44.21875,44.625,227600,-0.0091036414565826,0.006134393190393345
1993-06-24,25.01698875427246,44.8125,44.8125,44.34375,44.34375,243700,0.013427561837455748,0.007741177757971176
1993-06-25,24.99953842163086,44.78125,44.90625,44.75,44.78125,44800,-0.0006973500697350365,0.007588278013111744
1993-06-28,25.278663635253903,45.28125,45.28125,44.9375,45.0,439900,0.011165387299371998,0.008446090186619704
1993-06-29,25.156551361083984,45.0625,45.21875,45.0,45.21875,207500,-0.004830917874396157,0.008586146440512737
1993-06-30,25.156551361083984,45.0625,45.21875,45.0,45.125,437600,0.0,0.008563535905181404
1993-07-01,25.086769104003903,44.9375,45.125,44.875,45.125,605700,-0.00277392510402219,0.00851823307421412
1993-07-02,24.94720268249512,44.6875,44.8125,44.53125,44.78125,285400,-0.0055632823365785455,0.007096761169865919
1993-07-06,24.685531616210938,44.21875,44.75,44.15625,44.625,246400,-0.010489510489510523,0.007846901388274213
1993-07-07,24.75531578063965,44.34375,44.40625,44.1875,44.1875,343700,0.002826855123674976,0.007921031186195599
1993-07-08,25.0344352722168,44.84375,44.9375,44.3125,44.375,248200,0.01127554615926707,0.008110544589000629
1993-07-09,25.10421371459961,44.96875,44.96875,44.75,44.84375,378200,0.0027874564459930973,0.006981676908246284
1993-07-12,25.086769104003903,44.9375,44.96875,44.84375,44.90625,373700,-0.0006949270326616075,0.006981635790184654
1993-07-13,25.069324493408203,44.90625,45.09375,44.65625,44.96875,389600,-0.0006954102920723182,0.0058615732391645884
1993-07-14,25.156551361083984,45.0625,45.1875,44.90625,44.9375,617300,0.003479471120389599,0.005818022623948533
1993-07-15,25.051876068115234,44.875,45.03125,44.78125,45.03125,443800,-0.004160887656033285,0.005966134905693708
1993-07-16,24.98209953308105,44.75,44.9375,44.6875,44.90625,216400,-0.0027855153203342198,0.005966648239816943
1993-07-19,24.964643478393555,44.71875,44.75,44.59375,44.75,188200,-0.0006983240223463749,0.005691030080051668
1993-07-20,25.0344352722168,44.84375,44.84375,44.46875,44.6875,68500,0.002795248078266921,0.004338215713005488
1993-07-21,25.01698875427246,44.8125,44.8125,44.65625,44.78125,142700,-0.0006968641114982743,0.004353690352860206
1993-07-22,24.8425235748291,44.5,44.8125,44.5,44.75,632400,-0.006973500697350032,0.003291229099935484
1993-07-23,24.964643478393555,44.71875,44.71875,44.5625,44.59375,286200,0.004915730337078594,0.0036006885853112906
1993-07-26,25.10421371459961,44.96875,45.0625,44.84375,44.84375,121300,0.005590496156533842,0.004088432054156925
1993-07-27,25.086769104003903,44.9375,45.03125,44.78125,45.0,92800,-0.0006949270326616075,0.004088421911954494
1993-07-28,25.0344352722168,44.84375,44.9375,44.78125,44.84375,30800,-0.0020862308762169546,0.0039502859181334725
1993-07-29,25.17399787902832,45.09375,45.21875,44.875,44.9375,331000,0.0055749128919859725,0.004137459108184132
1993-07-30,25.0344352722168,44.84375,45.09375,44.78125,45.09375,75300,-0.005544005544005581,0.004459808664827967
1993-08-02,25.10421371459961,44.96875,45.125,44.90625,44.90625,41300,0.0027874564459930973,0.0045160782235673805
1993-08-03,25.12166976928711,45.0,45.1875,44.84375,45.0625,81600,0.0006949270326614965,0.004449270803356455
1993-08-04,25.12166976928711,45.0,45.09375,44.875,45.0,434000,0.0,0.004436372806544339
1993-08-05,25.069324493408203,44.90625,45.0,44.84375,45.0,36800,-0.002083333333333326,0.003745822126727832
1993-08-06,25.10421371459961,44.96875,45.0625,44.90625,45.03125,402300,0.0013917884481557952,0.0034843118293568223
1993-08-09,25.2437744140625,45.21875,45.34375,45.0,45.09375,828200,0.005559416261292638,0.003479339469771971
1993-08-10,25.22633171081543,45.1875,45.21875,45.125,45.1875,604900,-0.0006910850034553828,0.003479185707131383
1993-08-11,25.22633171081543,45.1875,45.3125,45.15625,45.15625,542200,0.0,0.003363477367607002
1993-08-12,25.156551361083984,45.0625,45.3125,44.90625,45.3125,303700,-0.0027662517289073207,0.0030597867054592567
1993-08-13,25.191450119018555,45.125,45.15625,45.09375,45.09375,103500,0.001386962552011095,0.002393208472820694
1993-08-16,25.331010818481445,45.375,45.5,45.15625,45.15625,241800,0.005540166204986097,0.0027939512129818832
1993-08-17,25.418237686157227,45.53125,45.53125,45.34375,45.34375,369300,0.003443526170798794,0.0029042028080899476
1993-08-18,25.55780029296875,45.78125,45.875,45.65625,45.6875,414300,0.005490734385724005,0.0031641291008695487
1993-08-19,25.55780029296875,45.78125,45.8125,45.71875,45.8125,28500,0.0,0.0029464569338062342
1993-08-20,25.57525634765625,45.8125,45.8125,45.65625,45.6875,80700,0.0006825938566552558,0.0029694438034074764
1993-08-23,25.522911071777344,45.71875,45.75,45.625,45.625,15600,-0.0020463847203274765,0.0028909394342104978
1993-08-24,25.802047729492188,46.21875,46.21875,45.71875,45.71875,273400,0.010936431989063466,0.004151996068751558
1993-08-25,25.81949615478516,46.25,46.4375,46.15625,46.21875,242300,0.0006761325219744041,0.004116333284551371
1993-08-26,25.83693504333496,46.28125,46.53125,46.09375,46.28125,120000,0.0006756756756756133,0.003771941592437285
1993-08-27,25.81949615478516,46.25,46.25,46.15625,46.15625,25700,-0.0006752194463200967,0.003904446780569739
1993-08-30,25.92416000366211,46.4375,46.5,46.28125,46.28125,183500,0.004054054054054124,0.003801634546578166
1993-08-31,25.993940353393555,46.5625,46.5625,46.34375,46.40625,66500,0.0026917900403768957,0.0037844253607211505
1993-09-01,25.95904922485352,46.5,46.59375,46.40625,46.40625,136500,-0.0013422818791946067,0.0037507125554912643
1993-09-02,25.871829986572266,46.34375,46.59375,46.3125,46.53125,472400,-0.0033602150537634934,0.004045462372642937
1993-09-03,25.889257431030277,46.375,46.4375,46.25,46.3125,630500,0.0006743088334457692,0.00404558761422038
1993-09-07,25.714805603027344,46.0625,46.4375,46.0,46.375,196400,-0.006738544474393482,0.004688610778767851
1993-09-08,25.62758445739746,45.90625,46.0625,45.59375,46.0625,269900,-0.0033921302578019397,0.003179355991368537
1993-09-09,25.679933547973636,46.0,46.03125,45.71875,45.71875,239200,0.002042205582028611,0.003271799788004295
1993-09-10,25.90671730041504,46.40625,46.4375,46.0625,46.125,106500,0.008831521739130377,0.004422034243581892
1993-09-13,25.92416000366211,46.4375,46.5625,46.4375,46.5625,66900,0.0006734006734006037,0.004410263759653005
1993-09-14,25.81949615478516,46.25,46.3125,46.09375,46.3125,184500,-0.004037685060565233,0.004410394121577949
1993-09-15,25.889257431030277,46.375,46.40625,45.90625,46.0625,101000,0.002702702702702675,0.004411244228529292
1993-09-16,25.784587860107425,46.1875,46.34375,46.15625,46.3125,54300,-0.0040431266846361336,0.00455601535390488
1993-09-17,25.734607696533203,45.8125,45.90625,45.75,45.875,200900,-0.008119079837618393,0.005086498972810774
1993-09-20,25.523950576782227,45.4375,45.96875,45.4375,45.875,57800,-0.008185538881309684,0.005490790972868982
1993-09-21,25.43617057800293,45.28125,45.5625,44.8125,45.5,318200,-0.00343878954607979,0.0052709083241166445
1993-09-22,25.646833419799805,45.65625,45.71875,45.375,45.4375,439700,0.008281573498964745,0.006083722103508176
1993-09-23,25.787261962890625,45.90625,45.9375,45.71875,45.78125,88500,0.005475701574264136,0.006336608439936544
1993-09-24,25.717042922973636,45.78125,45.875,45.71875,45.84375,53500,-0.002722940776038074,0.005509031375765255
1993-09-27,25.997920989990234,46.28125,46.28125,46.125,46.125,274600,0.010921501706484538,0.006740931135786752
1993-09-28,25.945241928100582,46.1875,46.3125,46.15625,46.3125,158300,-0.002025658338960179,0.0066468942302810715
1993-09-29,25.85747718811035,46.03125,46.3125,45.96875,46.1875,221000,-0.003382949932341006,0.006638799335165387
1993-09-30,25.80482292175293,45.9375,46.125,45.84375,46.03125,99300,-0.0020366598778004397,0.006557154825122547
1993-10-01,25.927696228027344,46.15625,46.21875,45.8125,45.875,22700,0.004761904761904745,0.0061518890060052855
1993-10-04,25.96280670166016,46.21875,46.21875,46.09375,46.21875,1038500,0.0013540961408260443,0.005288873122922777
1993-10-05,25.927696228027344,46.15625,46.3125,46.0,46.3125,436500,-0.0013522650439485862,0.005100599686509032
1993-10-06,25.91013526916504,46.125,46.375,46.125,46.1875,209200,-0.0006770480704130222,0.004625143090674766
1993-10-07,25.839921951293945,46.0,46.1875,45.96875,46.1875,59400,-0.0027100271002710175,0.004473081665400923
1993-10-08,25.875022888183597,46.0625,46.15625,45.71875,46.125,54400,0.0013586956521738358,0.0043602123922028375
1993-10-11,25.927696228027344,46.15625,46.25,46.15625,46.15625,467100,0.002035278154681075,0.002562751233766046
1993-10-12,25.96280670166016,46.21875,46.25,46.1875,46.21875,26200,0.0013540961408260443,0.0025277389239406387
1993-10-13,25.96280670166016,46.21875,46.25,46.15625,46.25,139100,0.0,0.0022220939486430843
1993-10-14,26.296321868896484,46.8125,46.8125,46.28125,46.40625,108100,0.012846517917511902,0.0043589595838358225
1993-10-15,26.436767578125,47.0625,47.15625,46.90625,47.03125,1502500,0.005340453938584844,0.004404805926221937
1993-10-18,26.366548538208008,46.9375,47.03125,46.875,47.03125,722400,-0.0026560424966799445,0.004641757105904854
1993-10-19,26.17347717285156,46.59375,46.96875,46.59375,46.875,880100,-0.007323568575232975,0.005382192602106239
1993-10-20,26.208572387695312,46.65625,46.75,46.5625,46.75,230400,0.0013413816230718467,0.005351872662757227
1993-10-21,26.17347717285156,46.59375,46.6875,46.53125,46.6875,56200,-0.0013395847287340779,0.005258532683221923
1993-10-22,26.05056571960449,46.375,46.84375,46.375,46.65625,390700,-0.0046948356807511304,0.005588557700470345
1993-10-25,26.120792388916016,46.5,46.5625,46.28125,46.40625,114500,0.0026954177897573484,0.005610066896943898
1993-10-26,26.103246688842773,46.46875,46.5,46.3125,46.46875,186200,-0.0006720430107527431,0.005622655299760549
1993-10-27,26.120792388916016,46.5,46.53125,46.40625,46.40625,118400,0.0006724949562877391,0.00561931671872985
1993-10-28,26.313888549804688,46.84375,46.96875,46.5625,46.5625,129600,0.007392473118279508,0.004442291600635472
1993-10-29,26.313888549804688,46.84375,46.875,46.78125,46.8125,80700,0.0,0.0040420117716953195
1993-11-01,26.384105682373047,46.96875,47.0,46.78125,46.78125,36400,0.0026684456304202353,0.004070948197806927
1993-11-02,26.366548538208008,46.9375,47.0,46.65625,46.90625,262100,-0.0006653359946773296,0.003171797994306494
1993-11-03,26.03302955627441,46.34375,46.90625,46.125,46.90625,479100,-0.012649800266311573,0.005269282663227412
1993-11-04,25.75216293334961,45.84375,46.34375,45.8125,46.34375,130400,-0.01078894133513153,0.006174376337389065
1993-11-05,25.875022888183597,46.0625,46.0625,45.53125,45.71875,363200,0.0047716428084525475,0.006370456688491548
1993-11-08,25.91013526916504,46.125,46.25,45.96875,46.09375,367600,0.0013568521031208647,0.0063059114561591035
1993-11-09,25.927696228027344,46.15625,46.46875,46.125,46.4375,246900,0.0006775067750677266,0.006323167660938803
1993-11-10,26.120792388916016,46.5,46.5,46.03125,46.15625,46500,0.007447528774543022,0.0068244701231899895
1993-11-11,26.05056571960449,46.375,46.625,46.34375,46.5,88900,-0.0026881720430107503,0.006342102156930141
1993-11-12,26.17347717285156,46.59375,46.75,46.4375,46.46875,108200,0.004716981132075526,0.006594078460079703
1993-11-15,26.15589714050293,46.5625,46.6875,46.4375,46.6875,243300,-0.0006706908115359234,0.00649879961739479
1993-11-16,26.278779983520508,46.78125,46.8125,46.46875,46.65625,492600,0.004697986577181235,0.006732763823045598
1993-11-17,26.13833999633789,46.53125,46.8125,46.40625,46.8125,39600,-0.005344021376085473,0.005535208188121708
1993-11-18,26.0681266784668,46.40625,46.5625,46.28125,46.46875,240800,-0.002686366689053088,0.004126183953026732
1993-11-19,26.015464782714844,46.3125,46.375,46.21875,46.25,106000,-0.002020202020202033,0.0040360599600383126
1993-11-22,25.85747718811035,46.03125,46.21875,45.875,46.1875,165300,-0.006072874493927127,0.004525000591928963
1993-11-23,25.997920989990234,46.28125,46.3125,46.03125,46.28125,89700,0.005431093007467691,0.0048637590848895395
1993-11-24,26.103246688842773,46.46875,46.5,46.34375,46.40625,77200,0.004051316677920358,0.004404656080413268
1993-11-26,26.120792388916016,46.5,46.59375,46.46875,46.59375,1019800,0.0006724949562877391,0.004308888660592708
1993-11-29,26.015464782714844,46.3125,46.71875,46.3125,46.625,517500,-0.0040322580645161255,0.004194044072998463
1993-11-30,26.03302955627441,46.34375,46.5625,46.25,46.28125,230000,0.0006747638326585204,0.0042129684318325455
1993-12-01,26.0681266784668,46.40625,46.625,46.40625,46.59375,379200,0.0013486176668915384,0.0038768195792321697
1993-12-02,26.13833999633789,46.53125,46.5625,46.40625,46.5,352000,0.002693602693602637,0.0036564720171999546
1993-12-03,26.24367904663086,46.71875,46.71875,46.5,46.5,306000,0.004029550033579632,0.0037231647129516306
1993-12-06,26.33142471313477,46.875,46.9375,46.78125,46.78125,99500,0.0033444816053511683,0.003677463288405377
1993-12-07,26.313888549804688,46.84375,46.90625,46.78125,46.875,88800,-0.0006666666666667043,0.002773454186570445
1993-12-08,26.313888549804688,46.84375,46.84375,46.78125,46.84375,146700,0.0,0.0024909136636900426
1993-12-09,26.226119995117188,46.6875,46.90625,46.625,46.84375,416500,-0.0033355570380253496,0.002645704489482223
1993-12-10,26.17347717285156,46.59375,46.71875,46.5,46.71875,412900,-0.002008032128514081,0.0027566978898435376
1993-12-13,26.33142471313477,46.875,46.875,46.53125,46.59375,273200,0.006036217303822866,0.0028734181283895334
1993-12-14,26.13833999633789,46.53125,46.90625,46.53125,46.90625,41900,-0.007333333333333303,0.0039528482208060125
1993-12-15,26.103246688842773,46.46875,46.625,46.46875,46.59375,82600,-0.001343183344526544,0.003973494567047098
1993-12-16,26.191007614135746,46.625,46.65625,46.5625,46.65625,78200,0.00336247478143914,0.00402650061650429
1993-12-17,26.334949493408203,46.5625,46.59375,46.375,46.40625,104700,-0.0013404825737265424,0.0038127066089841503
1993-12-20,26.37030029296875,46.625,46.65625,46.5,46.53125,68800,0.0013422818791946067,0.0036473855303406056
1993-12-21,26.281932830810547,46.46875,46.5625,46.40625,46.5625,205700,-0.0033512064343163006,0.0037558548254527156
1993-12-22,26.45867347717285,46.78125,46.8125,46.5,46.59375,410300,0.00672494956287828,0.004451980019910079
1993-12-23,26.440998077392575,46.75,46.84375,46.6875,46.75,533800,-0.0006680026720107257,0.00431604915742771
1993-12-27,26.582393646240234,47.0,47.0,46.75,46.75,447100,0.005347593582887722,0.004530355522425404
1993-12-28,26.63541603088379,47.09375,47.125,46.9375,46.96875,880600,0.0019946808510638014,0.004186237819872543
1993-12-29,26.60005569458008,47.03125,47.15625,47.0,47.125,266700,-0.0013271400132713884,0.0032729289972244792
1993-12-30,26.494020462036133,46.84375,47.0,46.75,47.0,219900,-0.003986710963455153,0.0035820356336892655
1993-12-31,26.35264205932617,46.59375,47.0,46.5625,46.9375,312900,-0.005336891260840582,0.00393244825575017
1994-01-03,26.281932830810547,46.46875,46.65625,46.40625,46.59375,960900,-0.0026827632461435824,0.004003278852005958
1994-01-04,26.387983322143555,46.65625,46.65625,46.46875,46.53125,164300,0.004034969737726879,0.004203660684520307
1994-01-05,26.440998077392575,46.75,46.78125,46.53125,46.71875,710900,0.002009377093101117,0.004057459048953613
1994-01-06,26.440998077392575,46.75,46.84375,46.6875,46.8125,201000,0.0,0.003442177876138514
1994-01-07,26.60005569458008,47.03125,47.0625,46.71875,46.84375,775500,0.006016042780748743,0.00392623908216388
1994-01-10,26.918210983276367,47.59375,47.59375,46.96875,47.09375,593700,0.01196013289036535,0.005172438969945485
1994-01-11,26.865190505981445,47.5,47.5625,47.34375,47.5625,295200,-0.001969796454366346,0.00526172788585684
1994-01-12,26.77682113647461,47.34375,47.53125,47.1875,47.53125,158400,-0.003289473684210509,0.0053879237739989086
1994-01-13,26.70610618591309,47.21875,47.3125,47.15625,47.21875,244300,-0.0026402640264026056,0.005274090989438978
1994-01-14,26.81216049194336,47.40625,47.5,47.375,47.375,137200,0.003970880211780381,0.004874938967697511
1994-01-17,26.81216049194336,47.40625,47.46875,47.3125,47.40625,17700,0.0,0.00467413007211948
1994-01-18,26.84749984741211,47.46875,47.53125,47.375,47.46875,166400,0.0013183915622940745,0.004621962660665725
1994-01-19,26.77682113647461,47.34375,47.46875,47.25,47.40625,200800,-0.0026333113890717463,0.004820531765994913
1994-01-20,26.84749984741211,47.46875,47.5,47.375,47.40625,281100,0.0026402640264027166,0.004815347537149244
1994-01-21,26.794483184814453,47.375,47.53125,47.34375,47.53125,85600,-0.0019749835418038098,0.0046497225897372315
1994-01-24,26.688426971435547,47.1875,47.5625,47.1875,47.34375,373800,-0.00395778364116095,0.002694876799546753
1994-01-25,26.688426971435547,47.1875,47.25,47.09375,47.21875,310400,0.0,0.002676149963008198
1994-01-26,26.759130477905277,47.3125,47.34375,47.125,47.1875,145100,0.0026490066225166586,0.002685864173338912
1994-01-27,27.006567001342773,47.75,47.8125,47.34375,47.40625,344500,0.009247027741083214,0.003812597879964413
1994-01-28,27.077280044555664,47.875,48.03125,47.875,47.9375,356500,0.002617801047120505,0.0037233800413030544
1994-01-31,27.27170753479004,48.21875,48.3125,48.0,48.0625,313800,0.007180156657963455,0.004175926995264043
1994-02-01,27.130294799804688,47.96875,48.15625,47.90625,48.15625,303600,-0.005184705119896327,0.004715016234173983
1994-02-02,27.307039260864254,48.28125,48.28125,48.09375,48.125,307600,0.006514657980456029,0.004805747160029471
1994-02-03,27.18332290649414,48.0625,48.1875,47.90625,48.1875,466100,-0.0045307443365695255,0.0052129116699501325
1994-02-04,26.564716339111328,46.96875,48.125,46.96875,48.0625,1403200,-0.022756827048114436,0.009234957380410837
