date,adj_close,close,high,low,open,volume,return,volatility,regime,mkt_rf,smb,hml,rf,mom,QMJ
1993-02-12,24.603485107421875,44.59375,44.875,44.59375,44.875,42500,-0.0076495132127955,0.0057256601705303,1,-0.0060999999999999,0.0016,0.0032,0.0001,-0.0009,6.321455322213731e-05
1993-02-16,23.98278045654297,43.46875,44.46875,43.40625,44.46875,374800,-0.0252277505255781,0.0098501582656946,0,-0.027,-0.0070999999999999,0.0089,0.0001,0.0005,0.0042873754871231
1993-02-17,23.96554946899414,43.4375,43.53125,43.28125,43.46875,210900,-0.0007189072609633,0.0097673138315011,0,-0.0042,-0.0076,0.0058,0.0001,-0.0034,-0.000943261767138
1993-02-18,23.94830894470215,43.40625,43.9375,42.8125,43.9375,378100,-0.0007194244604316,0.0087498169576812,0,-0.0017,0.0069999999999999,-0.0001,0.0001,0.0088,-0.0001374981086015
1993-02-19,24.03451156616211,43.5625,43.5625,43.34375,43.40625,34900,0.0035997120230382,0.0086971960999585,0,0.0040999999999999,-0.0014,0.0153,0.0001,0.0138,-0.0097053923784461
1993-02-22,24.120710372924805,43.71875,43.78125,43.5625,43.6875,513600,0.0035868005738881,0.0089366874199651,0,-0.0016,-0.0124,0.0213,0.0001,0.009,-0.0075409706042067
1993-02-23,24.10347557067871,43.6875,43.875,43.46875,43.84375,373700,-0.0007147962830593,0.008914824464881,0,-0.0006,-0.0004,-0.0048,0.0001,-0.0081,0.0064463411087358
1993-02-24,24.413818359375,44.25,44.25,43.71875,43.71875,26300,0.0128755364806867,0.010035827573914,0,0.0141999999999999,-0.0059,-0.0112,0.0001,-0.0003,0.0027452071643833
1993-02-25,24.465564727783203,44.34375,44.375,44.125,44.21875,44500,0.0021186440677967,0.0100564325104862,0,0.0042,0.0017,0.0004,0.0001,0.0025,0.000515338209352
1993-02-26,24.50002098083496,44.40625,44.4375,44.1875,44.4375,66200,0.0014094432699083,0.0098966297596501,0,0.0029,0.0055,-0.0040999999999999,0.0001,0.0009,0.0014665349002816
1993-03-01,24.431058883666992,44.28125,44.5625,44.21875,44.5625,66500,-0.0028149190710766,0.0096587479669757,0,-0.0014,0.0022,0.0007,0.0001,-0.0003,-0.0016507738431696
1993-03-02,24.79314422607422,44.9375,44.9375,44.25,44.3125,182400,0.014820042342978,0.0059192982682286,1,0.0118,-0.0056999999999999,-0.0042,0.0001,0.0023,0.0018125329581259
1993-03-03,24.89658164978028,45.125,45.15625,44.9375,45.0,280100,0.0041724617524339,0.0057457938906687,1,0.0049,0.002,-0.0004,0.0001,0.006,-0.0033888482816954
1993-03-04,24.75864791870117,44.875,45.1875,44.875,45.1875,89500,-0.005540166204986,0.0063415597734173,1,-0.0040999999999999,0.0039,0.003,0.0001,0.0024,-0.001232157698069
1993-03-05,24.689682006835938,44.75,45.125,44.71875,44.9375,40000,-0.0027855153203342,0.0066287236606949,1,-0.0017,0.0044,0.0003,0.0001,0.0005,-0.0020147828477798
1993-03-08,25.241418838500977,45.75,45.75,44.84375,44.84375,50800,0.0223463687150837,0.0090981228680334,1,0.0157,-0.0095,-0.0023,0.0001,0.0026,0.0003037017127719
1993-03-09,25.15519905090332,45.59375,45.6875,45.5,45.65625,169300,-0.0034153005464481,0.0093106288781914,1,0.0009,0.0017,0.0045,0.0001,0.0042,-0.0045820398092735
1993-03-10,25.20692253112793,45.6875,45.6875,45.40625,45.59375,194400,0.0020562028786841,0.0088215837603008,1,0.0049,0.0002,-0.0027,0.0001,-0.0049,0.0024600503949412
1993-03-11,25.13796043395996,45.5625,45.84375,45.5,45.71875,70900,-0.002735978112175,0.0090212675491661,1,-0.0037,0.0074,-0.001,0.0001,0.0011,-0.0001959061233896
1993-03-12,24.87934112548828,45.09375,45.21875,44.8125,45.1875,643600,-0.0102880658436214,0.0099274584472862,1,-0.0072,0.0044,-0.0016,0.0001,-0.001,0.002298365817647
1993-03-15,25.00002861022949,45.3125,45.3125,45.0625,45.0625,310800,0.0048510048510048,0.0098458914338713,1,0.0031,0.0004,-0.0015,0.0001,0.0026,-0.0012431648649244
1993-03-16,25.00002861022949,45.3125,45.4375,45.3125,45.3125,30800,0.0,0.0088221641778141,1,-0.0005,-0.0011,0.0038,0.0001,0.0098,-0.0025464193864748
1993-03-17,24.844844818115234,45.03125,45.25,44.96875,45.25,21800,-0.0062068965517241,0.0089987492747449,1,-0.0073,0.0011,0.006,0.0001,0.0049,-0.0032213467871546
1993-03-18,25.00002861022949,45.3125,45.5,45.21875,45.21875,59300,0.0062456627342124,0.0089893276744006,1,0.0065,-0.0073,0.004,0.0001,0.0022,-0.0023740781968695
1993-03-19,24.96219253540039,45.03125,45.28125,45.03125,45.28125,66900,-0.0062068965517241,0.0092120508751291,1,-0.0049,-0.0007,0.0072,0.0001,0.004,-0.0014692165475258
1993-03-22,24.82361221313477,44.78125,44.875,44.5625,44.59375,183400,-0.0055517002081887,0.0053173778769095,1,-0.0042,-0.0049,0.0069,0.0001,0.0029,-0.0013581715992734
1993-03-23,24.875572204589844,44.875,44.9375,44.8125,44.90625,55200,0.0020935101186323,0.0054525120362677,1,-0.0006,-0.0016,0.0012,0.0001,-0.0043,0.0008269791049408
1993-03-24,24.875572204589844,44.875,45.0625,44.59375,44.8125,37200,0.0,0.0053379562820911,1,-0.0016,-0.0005,-0.0006,0.0001,0.0118999999999999,0.0014945010842632
1993-03-25,25.03148078918457,45.15625,45.25,44.84375,44.90625,110100,0.0062674094707519,0.0058895731636355,1,0.0067,-0.0004,-0.0022,0.0001,0.0019,-0.0003745652752145
1993-03-26,24.892900466918945,44.90625,45.15625,44.875,45.125,101500,-0.0055363321799307,0.0051971322178058,1,-0.0038,0.0059,0.0021,0.0001,0.0046999999999999,-0.0036795751497895
1993-03-29,24.99683952331543,45.09375,45.3125,44.9375,44.9375,87100,0.0041753653444676,0.00512511180354,1,0.0044,-0.0038,-0.0015,0.0001,-0.001,0.0014391203163994
1993-03-30,25.06613540649414,45.21875,45.21875,45.09375,45.15625,56000,0.0027720027720028,0.005227419602467,1,0.0039,-0.0013,-0.0065,0.0001,-0.0091,0.0045097967828621
1993-03-31,25.04880714416504,45.1875,45.46875,45.1875,45.34375,111600,-0.0006910850034553,0.004795735137919,1,0.0015,0.0058,-0.0031,0.0001,-0.0006,0.0009866788736273
1993-04-01,24.96219253540039,45.03125,45.25,44.9375,45.25,129500,-0.0034578146611341,0.0044403251849329,1,-0.0037,0.0013,0.0031,0.0001,0.0017,-0.0021074805318233
1993-04-02,24.442502975463867,44.09375,44.65625,44.09375,44.65625,59400,-0.0208188757807078,0.0076960808263235,1,-0.0200999999999999,0.0034999999999999,0.0077,0.0001,0.01,0.0002596678179182
1993-04-05,24.56377410888672,44.3125,44.4375,44.1875,44.4375,172200,0.0049610205527994,0.0078840777508173,1,0.0012,-0.0060999999999999,0.004,0.0001,-0.0001,-0.0049207781924463
1993-04-06,24.49446678161621,44.1875,44.40625,44.0625,44.40625,129700,-0.002820874471086,0.0078211111767122,1,-0.0043,-0.0044,0.0113,0.0001,0.0056999999999999,-0.0071204368794746
1993-04-07,24.581113815307617,44.34375,44.34375,44.15625,44.25,28000,0.0035360678925036,0.0079756234689757,1,0.0031,-0.0023,0.0032,0.0001,0.0078,-0.0048328200277576
1993-04-08,24.54644012451172,44.28125,44.53125,44.09375,44.53125,180800,-0.0014094432699084,0.0075386219868853,1,-0.0022,0.0005,0.0078,0.0001,0.0136,-0.0042682670889099
1993-04-12,24.892900466918945,44.90625,44.9375,44.65625,44.71875,348500,0.0141143260409315,0.0089270991847898,1,0.0128,-0.0102,-0.0012,0.0001,0.0004,0.0010789402606319
1993-04-13,24.944862365722656,45.0,45.15625,44.84375,44.875,146100,0.0020876826722338,0.0088435626367481,1,0.0033,0.0013,0.0052,0.0001,0.006,-0.0052696990782712
1993-04-14,24.910228729248047,44.9375,45.0625,44.90625,45.03125,119600,-0.0013888888888888,0.0087873263893696,1,-0.0006,0.0001,0.0046999999999999,0.0001,-0.0002,-0.0035777327102944
1993-04-15,24.910228729248047,44.9375,45.03125,44.75,44.90625,148600,0.0,0.0087891498332584,1,-0.0016,-0.0015,0.0034999999999999,0.0001,0.0001,-0.0027460185181605
1993-04-16,24.910228729248047,44.9375,45.03125,44.875,44.96875,47900,0.0,0.0087285239738303,1,-0.0001,-0.0031,0.0091,0.0001,-0.0048,-0.005730378098706
1993-04-19,24.80628967285156,44.75,45.0625,44.71875,44.9375,157000,-0.0041724617524339,0.0052466633720624,1,-0.0037,0.0009,-0.0042,0.0001,-0.0088,0.0016323560053578
1993-04-20,24.68503189086914,44.53125,44.75,44.25,44.6875,279500,-0.0048882681564246,0.0054436037356743,1,-0.0052,0.0021,-0.0072,0.0001,-0.013,0.0079366755620745
1993-04-21,24.66771125793457,44.5,44.625,44.375,44.625,67900,-0.0007017543859648,0.0053399718359709,1,-0.0017,0.0063,-0.0081999999999999,0.0001,-0.0036,0.0041032780060135
1993-04-22,24.355899810791016,43.9375,44.6875,43.9375,44.3125,97700,-0.0126404494382021,0.0066747244811409,1,-0.0074,0.0092,-0.0031,0.0001,0.0026,-0.0042611621812196
1993-04-23,24.25194549560547,43.75,43.96875,43.6875,43.84375,106000,-0.0042674253200568,0.0067596117688263,1,-0.0059,0.0016,-0.0016,0.0001,-0.0056999999999999,-0.0008780206476579
1993-04-26,24.06141471862793,43.40625,43.9375,43.28125,43.78125,62600,-0.0078571428571428,0.0043890383474018,1,-0.0103,-0.003,-0.002,0.0001,-0.0104,0.009746026992556
1993-04-27,24.321264266967773,43.875,43.875,43.34375,43.34375,156800,0.0107991360691144,0.0061190625668223,1,0.0091,-0.009,-0.0068,0.0001,-0.0051,0.0027266205150334
1993-04-28,24.269268035888672,43.78125,43.90625,43.71875,43.8125,85900,-0.0021367521367521,0.0061083754280923,1,0.0013,0.0019,0.002,0.0001,0.0031,-0.0054602255629113
1993-04-29,24.373210906982425,43.96875,43.96875,43.625,43.875,85000,0.0042826552462527,0.0064504224869185,1,0.0019,0.0011,-0.0006,0.0001,0.0037,2.940646970423789e-05
1993-04-30,24.40786933898925,44.03125,44.28125,44.03125,44.125,88500,0.0014214641080312,0.0065185700183251,1,0.0038,0.0034,-0.0005,0.0001,0.0017,-0.0016290121471554
1993-05-03,24.56377410888672,44.3125,44.3125,43.90625,44.09375,80500,0.0063875088715401,0.0069701366234642,1,0.0056,-0.0023,-0.0054,0.0001,-0.0021,-0.0013442484313108
1993-05-04,24.6503849029541,44.46875,44.625,44.34375,44.40625,149100,0.0035260930888576,0.0069511035408162,1,0.0058,0.0058,-0.0043,0.0001,0.0034999999999999,-0.0029625261455366
1993-05-05,24.71967887878418,44.59375,44.75,44.46875,44.46875,109000,0.0028109627547434,0.0070068964683632,1,0.0031,0.0063,-0.0067,0.0001,-0.0019,0.0038055309525321
1993-05-06,24.6330509185791,44.4375,44.5625,44.40625,44.53125,54700,-0.0035038542396635,0.0055953079774014,1,-0.0031,0.0040999999999999,-0.0007,0.0001,0.0002,-0.0032335047466574
1993-05-07,24.581113815307617,44.34375,44.46875,44.28125,44.46875,68000,-0.0021097046413501,0.0054015940418262,1,-0.0014,0.0023,-0.0028,0.0001,-0.005,0.0026050726587086
1993-05-10,24.6330509185791,44.4375,44.6875,44.40625,44.40625,113900,0.0021141649048626,0.0043233820671115,1,0.002,-0.0012,0.0001,0.0001,-0.0017,0.0003451124518175
1993-05-11,24.73699188232422,44.625,44.625,44.3125,44.4375,42600,0.0042194092827003,0.0032680752198922,1,0.0033,-0.0018,0.0036,0.0001,-0.0005,-0.0024881616841148
1993-05-12,24.70235824584961,44.5625,44.59375,44.4375,44.4375,31000,-0.0014005602240896,0.0031790929975701,1,0.0,0.0004,0.0043,0.0001,-0.0002,-0.0040541685036726
1993-05-13,24.40786933898925,44.03125,44.375,44.0,44.375,129100,-0.0119214586255259,0.0052281393898315,1,-0.0115,0.0074,0.0012,0.0001,-0.0029,0.0003985116851837
1993-05-14,24.390539169311523,44.0,44.15625,43.96875,44.03125,63500,-0.0007097232079489,0.005214169217068,1,-0.0003,0.0031,-0.0116,0.0001,-0.0083,0.0068671425800979
1993-05-17,24.47713661193848,44.15625,44.15625,43.9375,44.125,34000,0.0035511363636364,0.0048917250144788,1,0.0015,-0.0015,-0.0056999999999999,0.0001,-0.0026,0.0029251908699446
1993-05-18,24.459835052490234,44.125,44.21875,43.96875,44.1875,105200,-0.0007077140835102,0.0046991353811062,1,0.0006,0.0019,-0.0044,0.0001,0.001,-0.0007681885048784
1993-05-19,24.96219253540039,45.03125,45.03125,43.84375,44.125,50200,0.0205382436260623,0.0082217727228885,1,0.0146,-0.0093,-0.0079,0.0001,0.002,0.0002509403302183
1993-05-20,25.03148078918457,45.15625,45.15625,44.9375,45.03125,98200,0.0027758501040944,0.0080775102932206,1,0.0068,-0.0014,-0.0034,0.0001,0.0011,0.0017759738964854
1993-05-21,24.80628967285156,44.75,45.25,44.71875,45.1875,221400,-0.0089965397923875,0.0087017178218975,1,-0.0081,0.0081999999999999,0.0012,0.0001,0.0001,-0.001893960853223
1993-05-24,24.910228729248047,44.9375,45.09375,44.84375,44.84375,30500,0.0041899441340782,0.0087572544525765,1,0.0029,-0.0034999999999999,0.0014,0.0001,0.0,-0.0027081550725819
1993-05-25,24.96219253540039,45.03125,45.125,45.03125,45.125,191800,0.002086230876217,0.0087000780498367,1,0.0026,-0.0005,0.0007,0.0001,0.001,-0.0035138598462644
1993-05-26,25.27400779724121,45.59375,45.625,45.125,45.15625,102400,0.0124913254684246,0.0093681709530418,1,0.01,-0.0037,0.0014,0.0001,0.0029,-0.0027118965424394
1993-05-27,25.18739128112793,45.4375,45.65625,45.375,45.65625,53800,-0.0034270047978066,0.0082508699573947,1,-0.0016,0.0039,0.0046,0.0001,0.0043,-0.0034419946615324
1993-05-28,25.06613540649414,45.21875,45.40625,45.0,45.40625,79100,-0.0048143053645116,0.0085620553997007,1,-0.004,0.0014,0.0006,0.0001,-0.0027,0.0007483533499654
1993-06-01,25.308650970458984,45.65625,45.8125,45.3125,45.375,28300,0.009675190048376,0.0088387777234859,1,0.0075,-0.0051,0.0015,0.0001,0.0037,-0.002565287071196
1993-06-02,25.27400779724121,45.59375,45.75,45.34375,45.53125,20300,-0.001368925393566,0.0088751624368192,1,0.0005,0.003,0.0013,0.0001,0.0012,-0.0047295455433959
1993-06-03,25.18739128112793,45.4375,45.5,45.34375,45.5,21600,-0.0034270047978066,0.0066691479691496,1,-0.0021,0.003,0.0042,0.0001,0.002,-0.0039146081994944
1993-06-04,25.10076713562012,45.28125,45.3125,45.09375,45.3125,32000,-0.0034387895460797,0.0067656942009836,1,-0.0058,0.0034,0.0028,0.0001,-0.0009,-0.0035769983297614
1993-06-07,25.01416206359864,45.125,45.375,45.125,45.375,121400,-0.0034506556245686,0.0061152885445785,1,-0.0069,0.0009,0.003,0.0001,-0.0023,0.0017827743581174
1993-06-08,24.788986206054688,44.71875,45.0,44.71875,45.0,104500,-0.0090027700831024,0.0067092812695603,1,-0.0076,-0.0018,0.0011,0.0001,-0.0021,0.002719611208254
1993-06-09,24.875572204589844,44.875,45.0625,44.8125,44.875,43300,0.0034940600978337,0.0067831883387611,1,0.0026,-0.001,0.0009,0.0001,0.004,0.0014486768141311
1993-06-10,24.892900466918945,44.90625,44.9375,44.75,44.84375,17900,0.0006963788300835,0.0051308781816265,1,-0.0013,-0.0024,-0.0014,0.0001,-0.0025,0.0015523632070646
1993-06-11,24.99683952331543,45.09375,45.15625,44.90625,45.0625,647400,0.0041753653444676,0.0053722234802072,1,0.0039,-0.0015,-0.0034999999999999,0.0001,0.0006,0.0021137589031633
1993-06-14,24.96219253540039,45.03125,45.1875,45.03125,45.15625,64200,-0.0013860013860014,0.0051900677705614,1,0.0013,-0.0002,-0.0015,0.0001,0.0025,0.0034702238859261
1993-06-15,24.910228729248047,44.9375,45.125,44.9375,45.09375,142400,-0.0020818875780708,0.0037983867880187,1,-0.0016,0.0051,0.0022,0.0001,0.0051,-0.0030535972103435
1993-06-16,24.96219253540039,45.03125,45.03125,44.8125,44.9375,330900,0.002086230876217,0.0039727658194419,1,0.0016,-0.0028,-0.0008,0.0001,-0.0025,0.002468322850018
1993-06-17,25.04880714416504,45.1875,45.1875,45.03125,45.125,37400,0.003469812630118,0.0041445947869193,1,0.0022,-0.0025,0.0028,0.0001,0.0004,-0.001840925873704
1993-06-18,24.8425235748291,44.5,44.84375,44.5,44.84375,58500,-0.0152143845089902,0.006214472457057,1,-0.0092,0.0046999999999999,0.0069,0.0001,0.0049,-0.0075349217873387
1993-06-21,24.89486694335937,44.59375,44.625,44.53125,44.625,29300,0.0021067415730338,0.0062906696573309,1,0.0037,-0.008,0.0043,0.0001,0.0022,-0.0034697391581649
1993-06-22,24.91230583190918,44.625,44.65625,44.5625,44.65625,137500,0.0007007708479327,0.0056647039609586,1,-0.001,-0.002,0.0064,0.0001,0.0075,-0.001928885086506
1993-06-23,24.685531616210938,44.21875,44.625,44.21875,44.625,227600,-0.0091036414565826,0.0061343931903933,1,-0.0044,0.0025,0.0,0.0001,0.0007,0.0013493343877367
1993-06-24,25.01698875427246,44.8125,44.8125,44.34375,44.34375,243700,0.0134275618374557,0.0077411777579711,1,0.0068,-0.0054,-0.0007,0.0001,0.0008,-0.0010611263814033
1993-06-25,24.99953842163086,44.78125,44.90625,44.75,44.78125,44800,-0.000697350069735,0.0075882780131117,1,0.0034,0.0025,-0.0038,0.0001,0.0031,0.0021665805774103
1993-06-28,25.278663635253903,45.28125,45.28125,44.9375,45.0,439900,0.0111653872993719,0.0084460901866197,1,0.0106,-0.0042,0.0013,0.0001,0.0069999999999999,-0.0042560275764618
1993-06-29,25.156551361083984,45.0625,45.21875,45.0,45.21875,207500,-0.0048309178743961,0.0085861464405127,1,-0.0022,0.0049,-0.0033,0.0001,0.0015,0.0024323135054211
1993-06-30,25.156551361083984,45.0625,45.21875,45.0,45.125,437600,0.0,0.0085635359051814,1,0.0013,0.0038,0.0025,0.0001,0.0033,-0.005346461249107
1993-07-01,25.086769104003903,44.9375,45.125,44.875,45.125,605700,-0.0027739251040221,0.0085182330742141,1,-0.0022,0.0048,0.0053,0.0001,0.0013,-0.003712333634599
1993-07-02,24.94720268249512,44.6875,44.8125,44.53125,44.78125,285400,-0.0055632823365785,0.0070967611698659,1,-0.0048,0.0062,-0.0016,0.0001,-0.0005,0.0022771416504491
1993-07-06,24.685531616210938,44.21875,44.75,44.15625,44.625,246400,-0.0104895104895105,0.0078469013882742,1,-0.0079,0.0052,0.0063,0.0001,0.0011,-0.0035378702908415
1993-07-07,24.75531578063965,44.34375,44.40625,44.1875,44.1875,343700,0.0028268551236749,0.0079210311861955,1,0.0013,-0.0046999999999999,0.0029,0.0001,-0.0034999999999999,-0.001785600197275
1993-07-08,25.0344352722168,44.84375,44.9375,44.3125,44.375,248200,0.011275546159267,0.0081105445890006,1,0.0103,-0.0062,-0.0029,0.0001,0.0005,0.0001272325939333
1993-07-09,25.10421371459961,44.96875,44.96875,44.75,44.84375,378200,0.002787456445993,0.0069816769082462,1,0.0005,0.0032,-0.0008,0.0001,0.0037,-0.0005698921540368
1993-07-12,25.086769104003903,44.9375,44.96875,44.84375,44.90625,373700,-0.0006949270326616,0.0069816357901846,1,0.0016,0.001,-0.0003,0.0001,0.0009,0.0013807953711018
1993-07-13,25.069324493408203,44.90625,45.09375,44.65625,44.96875,389600,-0.0006954102920723,0.0058615732391645,1,-0.0006,0.0043,-0.002,0.0001,0.0014,0.0019812487764344
1993-07-14,25.156551361083984,45.0625,45.1875,44.90625,44.9375,617300,0.0034794711203895,0.0058180226239485,1,0.0043,0.002,-0.0021,0.0001,0.0016,0.0016975899599668
1993-07-15,25.051876068115234,44.875,45.03125,44.78125,45.03125,443800,-0.0041608876560332,0.0059661349056937,1,-0.0019,0.0004,0.0038,0.0001,0.0042,-0.004222972850882
1993-07-16,24.98209953308105,44.75,44.9375,44.6875,44.90625,216400,-0.0027855153203342,0.0059666482398169,1,-0.0072,0.0022,0.0083,0.0001,0.0021,-0.0047513482343942
1993-07-19,24.964643478393555,44.71875,44.75,44.59375,44.75,188200,-0.0006983240223463,0.0056910300800516,1,-0.0013,-0.0049,0.0045,0.0001,0.0021,-3.62160137526471e-06
1993-07-20,25.0344352722168,44.84375,44.84375,44.46875,44.6875,68500,0.0027952480782669,0.0043382157130054,1,0.0027,-0.0019,-0.0048,0.0001,0.0033,2.545407052814318e-05
1993-07-21,25.01698875427246,44.8125,44.8125,44.65625,44.78125,142700,-0.0006968641114982,0.0043536903528602,1,-0.001,-0.0007,0.0038,0.0001,0.0012,0.0005129036996018
1993-07-22,24.8425235748291,44.5,44.8125,44.5,44.75,632400,-0.00697350069735,0.0032912290999354,1,-0.0056999999999999,0.0,0.003,0.0001,-0.0002,0.0008950701384577
1993-07-23,24.964643478393555,44.71875,44.71875,44.5625,44.59375,286200,0.0049157303370785,0.0036006885853112,1,0.0046999999999999,-0.0027,-0.003,0.0001,-0.0007,1.27968054382589e-05
1993-07-26,25.10421371459961,44.96875,45.0625,44.84375,44.84375,121300,0.0055904961565338,0.0040884320541569,1,0.0054,-0.001,0.0005,0.0001,0.0056,-0.0021484914060532
1993-07-27,25.086769104003903,44.9375,45.03125,44.78125,45.0,92800,-0.0006949270326616,0.0040884219119544,1,-0.0024,-0.0003,0.0025,0.0001,0.0,0.0021613432925923
1993-07-28,25.0344352722168,44.84375,44.9375,44.78125,44.84375,30800,-0.0020862308762169,0.0039502859181334,1,-0.0007,0.0039,0.0,0.0001,0.003,-0.0005290943330918
1993-07-29,25.17399787902832,45.09375,45.21875,44.875,44.9375,331000,0.0055749128919859,0.0041374591081841,1,0.0054,-0.0049,0.0004,0.0001,0.0024,-0.0014144118148282
1993-07-30,25.0344352722168,44.84375,45.09375,44.78125,45.09375,75300,-0.0055440055440055,0.0044598086648279,1,-0.0038,0.0034,0.0045,0.0001,0.0012,-0.0014660497223358
1993-08-02,25.10421371459961,44.96875,45.125,44.90625,44.90625,41300,0.002787456445993,0.0045160782235673,1,0.004,-0.0019,-0.0017,0.0001,0.0056,0.0004621358251581
1993-08-03,25.12166976928711,45.0,45.1875,44.84375,45.0625,81600,0.0006949270326614,0.0044492708033564,1,-0.0003,0.0022,0.0001,0.0001,0.003,-0.0020830972038749
1993-08-04,25.12166976928711,45.0,45.09375,44.875,45.0,434000,0.0,0.0044363728065443,1,-0.0001,0.002,0.0014,0.0001,0.0056999999999999,-0.0013104606701313
1993-08-05,25.069324493408203,44.90625,45.0,44.84375,45.0,36800,-0.0020833333333333,0.0037458221267278,1,-0.0007,-0.0007,-0.0021,0.0001,0.0042,0.0039999708238209
1993-08-06,25.10421371459961,44.96875,45.0625,44.90625,45.03125,402300,0.0013917884481557,0.0034843118293568,1,0.0015,0.0014,-0.002,0.0001,0.0016,0.0014995320925877
1993-08-09,25.2437744140625,45.21875,45.34375,45.0,45.09375,828200,0.0055594162612926,0.0034793394697719,1,0.0046,-0.0042,0.0002,0.0001,0.0064,-0.0034232132782368
1993-08-10,25.22633171081543,45.1875,45.21875,45.125,45.1875,604900,-0.0006910850034553,0.0034791857071313,1,-0.0016,0.0029,0.0037,0.0001,0.0032,-0.0037366315657782
1993-08-11,25.22633171081543,45.1875,45.3125,45.15625,45.15625,542200,0.0,0.003363477367607,1,0.0015,-0.0003,0.003,0.0001,0.0014,0.0008247770439994
1993-08-12,25.156551361083984,45.0625,45.3125,44.90625,45.3125,303700,-0.0027662517289073,0.0030597867054592,1,-0.003,0.0008,0.0027,0.0001,0.0026,0.0002666897942536
1993-08-13,25.191450119018555,45.125,45.15625,45.09375,45.09375,103500,0.001386962552011,0.0023932084728206,1,0.0017,-0.0008,0.0002,0.0001,-0.0013,0.0005389781802339
1993-08-16,25.331010818481445,45.375,45.5,45.15625,45.15625,241800,0.005540166204986,0.0027939512129818,1,0.005,-0.0028,-0.0023,0.0001,-0.0006,-0.0004263596937305
1993-08-17,25.418237686157227,45.53125,45.53125,45.34375,45.34375,369300,0.0034435261707987,0.0029042028080899,1,0.0031,0.0005,-0.0045,0.0001,-0.0055,0.003019005641258
1993-08-18,25.55780029296875,45.78125,45.875,45.65625,45.6875,414300,0.005490734385724,0.0031641291008695,1,0.0056999999999999,0.0007,-0.0040999999999999,0.0001,-0.0121999999999999,0.0064253592042149
1993-08-19,25.55780029296875,45.78125,45.8125,45.71875,45.8125,28500,0.0,0.0029464569338062,1,0.0001,-0.0006,-0.0007,0.0001,-0.0052,0.00054929165585
1993-08-20,25.57525634765625,45.8125,45.8125,45.65625,45.6875,80700,0.0006825938566552,0.0029694438034074,1,0.0,0.0027,0.0023,0.0001,0.0002,-0.0005956873599318
1993-08-23,25.522911071777344,45.71875,45.75,45.625,45.625,15600,-0.0020463847203274,0.0028909394342104,1,-0.0014,0.0,0.001,0.0001,0.0034999999999999,-0.0015779616915633
1993-08-24,25.802047729492188,46.21875,46.21875,45.71875,45.71875,273400,0.0109364319890634,0.0041519960687515,1,0.0088,-0.0022,-0.0029,0.0001,0.0027,-0.002951973293091
1993-08-25,25.81949615478516,46.25,46.4375,46.15625,46.21875,242300,0.0006761325219744,0.0041163332845513,1,0.0004,-0.0004,0.0062,0.0001,0.0033,-0.0054449882901847
1993-08-26,25.83693504333496,46.28125,46.53125,46.09375,46.28125,120000,0.0006756756756756,0.0037719415924372,1,0.0007,-0.0026,0.0026,0.0001,-0.0022,-2.786572060541268e-05
1993-08-27,25.81949615478516,46.25,46.25,46.15625,46.15625,25700,-0.00067521944632,0.0039044467805697,1,-0.0008,0.0029,-0.0015,0.0001,-0.0003,-4.208076836551443e-05
1993-08-30,25.92416000366211,46.4375,46.5,46.28125,46.28125,183500,0.0040540540540541,0.0038016345465781,1,0.0029,-0.0004,-0.0008,0.0001,0.0023,-0.000106264486674
1993-08-31,25.993940353393555,46.5625,46.5625,46.34375,46.40625,66500,0.0026917900403768,0.0037844253607211,1,0.0044,0.0019,0.001,0.0001,-0.0004,-0.0001542431468305
1993-09-01,25.95904922485352,46.5,46.59375,46.40625,46.40625,136500,-0.0013422818791946,0.0037507125554912,1,0.0003,0.0028,-0.0008,0.0001,0.0044,0.0006685265550892
1993-09-02,25.871829986572266,46.34375,46.59375,46.3125,46.53125,472400,-0.0033602150537634,0.0040454623726429,1,-0.0021,0.006,-0.0027,0.0001,-0.0009,0.0001427312875758
1993-09-03,25.88925743103028,46.375,46.4375,46.25,46.3125,630500,0.0006743088334457,0.0040455876142203,1,0.0006,0.0017,0.0021,0.0001,-0.0003,-0.0020428171890931
1993-09-07,25.714805603027344,46.0625,46.4375,46.0,46.375,196400,-0.0067385444743934,0.0046886107787678,1,-0.0075,-0.0034,0.0056,0.0001,-0.0011,0.0018552172556236
1993-09-08,25.62758445739746,45.90625,46.0625,45.59375,46.0625,269900,-0.0033921302578019,0.0031793559913685,1,-0.0066,-0.0074,0.0034,0.0001,-0.0025,-2.399637972733885e-05
1993-09-09,25.67993354797364,46.0,46.03125,45.71875,45.71875,239200,0.0020422055820286,0.0032717997880042,1,0.0037,0.0024,-0.003,0.0001,0.0065,-0.0038182774899056
1993-09-10,25.90671730041504,46.40625,46.4375,46.0625,46.125,106500,0.0088315217391303,0.0044220342435818,1,0.0087,0.0003,-0.0032,0.0001,0.0019,-0.0006243089656062
1993-09-13,25.92416000366211,46.4375,46.5625,46.4375,46.5625,66900,0.0006734006734006,0.004410263759653,1,0.0001,-0.0008,0.0031,0.0001,0.0013,-0.000566502960009
